sample_id,reference,hypothesis,reference_norm,hypothesis_norm,wer,category
fleurs-1985,bu alp üsulu dağ xizəyi turnirləri və ya alpinizmlə əlaqəli olsa da ümumilikdə onları əhatə etmir çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qar çəkmələri tələb edən bir idman növüdür, Bu alp üsuludda xizəyi tunrləri və ya alpinizmlə əlaqəli olsa da ümulikdə onları əhate etmir. Çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qar çəkmələri tərəb edən bir idman növüdür.,bu alp üsulu dağ xizəyi turnirləri və ya alpinizmlə əlaqəli olsa da ümumilikdə onları əhatə etmir çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qar çəkmələri tələb edən bir idman növüdür, bu alp üsuludda xizəyi tunrləri və ya alpinizmlə əlaqəli olsa da ümulikdə onları əhate etmir çünki alpinizm sərt qayalıqlarda olan və daha sərt xizək və qar çəkmələri tərəb edən bir idman növüdür ,0.1818,
fleurs-1988,1920-ci illərdə bir çox vətəndaşların və xalqların əsas münasibəti pasifizm və təcrid olunmadan ibarət idi, 1920-ci illərdə bir çox vətəndaşların və xalqların əsas münazibəti pasifizm və təcrübdə olunmadan ibarəti idi.,1920 ci illərdə bir çox vətəndaşların və xalqların əsas münasibəti pasifizm və təcrid olunmadan ibarət idi, 1920 ci illərdə bir çox vətəndaşların və xalqların əsas münazibəti pasifizm və təcrübdə olunmadan ibarəti idi ,0.1875,
fleurs-1714,peyk kosmosa roketlə göndərildi yer planetinin atmosferi işıq və görüntünü qismən pozduğuna görə alimlər kosmosda teleskopdan istifadə edirlər, Peik kosmosa rakətlə göndərildi. Yer planetinin atmosferi işıq və görüntünü kismən pozduğuna görə alimlər kosmosta teleskopdan istifadə edirlər.,peyk kosmosa roketlə göndərildi yer planetinin atmosferi işıq və görüntünü qismən pozduğuna görə alimlər kosmosda teleskopdan istifadə edirlər, peik kosmosa rakətlə göndərildi yer planetinin atmosferi işıq və görüntünü kismən pozduğuna görə alimlər kosmosta teleskopdan istifadə edirlər ,0.2222,
fleurs-1705,15 avqust 1940-cı ildə müttəfiqlər cənubi fransanı işğal etdilər işğal planının adı draqun əməliyyatı idi, 15 avqus 1940-ci ildə mütəfiqlər Cənəbu Fransıana işqal etmələr. İşqal planının adı Dragon əməliyatı idi.,15 avqust 1940 cı ildə müttəfiqlər cənubi fransanı işğal etdilər işğal planının adı draqun əməliyyatı idi, 15 avqus 1940 ci ildə mütəfiqlər cənəbu fransıana işqal etmələr i şqal planının adı dragon əməliyatı idi ,0.6875,
fleurs-1774,yəqin ki uzaq adalarda kredit kartları qəbul edilməyəcək amma i̇ngiltərə və abş valyutaları qəbul edilə bilər getdiyiniz ölkədə hansı ödəniş sistemindən istifadə edildiyini əvvəldən sahibkarlarla dəqiqləşdirin," Yəqin ki, uzağa dolar da krizit kartları qəbul edilməyəcək, amma İngiltərə və Abiş valütolara qəbul edilə bilər. Getdiyiniz ölkədə hansı ödənim sistemində istifadə edildiyini əvvəldən səhəbkarlarla də ekləşdirin.",yəqin ki uzaq adalarda kredit kartları qəbul edilməyəcək amma i ngiltərə və abş valyutaları qəbul edilə bilər getdiyiniz ölkədə hansı ödəniş sistemindən istifadə edildiyini əvvəldən sahibkarlarla dəqiqləşdirin, yəqin ki uzağa dolar da krizit kartları qəbul edilməyəcək amma i ngiltərə və abiş valütolara qəbul edilə bilər getdiyiniz ölkədə hansı ödənim sistemində istifadə edildiyini əvvəldən səhəbkarlarla də ekləşdirin ,0.4074,
fleurs-1862,faa iddia edir ki nextgen sistemi təyyarələrə daha qısa marşrutlarda uçmağa imkan verərək milyonlarla qallon yanacağa qənaət ediləcək və karbon emissiyası azalacaq," Fahid deyə edir ki, nex-gen sistemi təyərələrə daha qıza marşrutlarda uçmağa imkan verirək, milyonlarla galon yanacaqı qənayət etləcəyə və karbon emisiyası azalacaq.",faa iddia edir ki nextgen sistemi təyyarələrə daha qısa marşrutlarda uçmağa imkan verərək milyonlarla qallon yanacağa qənaət ediləcək və karbon emissiyası azalacaq, fahid deyə edir ki nex gen sistemi təyərələrə daha qıza marşrutlarda uçmağa imkan verirək milyonlarla galon yanacaqı qənayət etləcəyə və karbon emisiyası azalacaq ,0.5455,
fleurs-1834,bundan əlavə şimalda məşhur marian mənzərələrinin olduğu yerdə müqəddəs fatima məqbərəsini məbəd ziyarət edə bilərsiniz," Bundan əlavə, Şimaldı məşhur Mariyan mənzərələrinin olduğu yerdə müqəddəs Fatima məqbərəsini ziyaret edə bilərsiniz.",bundan əlavə şimalda məşhur marian mənzərələrinin olduğu yerdə müqəddəs fatima məqbərəsini məbəd ziyarət edə bilərsiniz, bundan əlavə şimaldı məşhur mariyan mənzərələrinin olduğu yerdə müqəddəs fatima məqbərəsini ziyaret edə bilərsiniz ,0.2667,
fleurs-1916,almanların bir çox qənnadı məmulatları həm də badam fındıq və digər çərəzləri ehtiva edir ən məşhur tortlar adətən bir fincan sərt qəhvə ilə xüsusilə yaxşı gedir," Almanların bir çox qənin adı məmlubatları həm də badan, fındıq və digər kərəzləri etivə edir. Ən məşhur tortlar adətən bir filmizan sərt qəhfə ilə xüsusi yaxşı gedir.",almanların bir çox qənnadı məmulatları həm də badam fındıq və digər çərəzləri ehtiva edir ən məşhur tortlar adətən bir fincan sərt qəhvə ilə xüsusilə yaxşı gedir, almanların bir çox qənin adı məmlubatları həm də badan fındıq və digər kərəzləri etivə edir ən məşhur tortlar adətən bir filmizan sərt qəhfə ilə xüsusi yaxşı gedir ,0.3462,
fleurs-1863,i̇lahilik yoqası tibet meditasiyasının mərkəzində dayanır. enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır, İlahili yogası Tibet Mecidə asiyasında mərkəzində dayanır. Enerji kanallarının tənzimlənməsi və çakraların aktivləşdirilməsi üçün çəşitli səmavi varlılqların təsvirlər göstərilir və aydınlanma şuhuru oyanır.,i lahilik yoqası tibet meditasiyasının mərkəzində dayanır enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır, i lahili yogası tibet mecidə asiyasında mərkəzində dayanır enerji kanallarının tənzimlənməsi və çakraların aktivləşdirilməsi üçün çəşitli səmavi varlılqların təsvirlər göstərilir və aydınlanma şuhuru oyanır ,0.3913,
fleurs-1755,qubernatorun ofisinin qabağında bir bomba partladı, Qübərinatürn ofisin qabağında bir bomba partladı.,qubernatorun ofisinin qabağında bir bomba partladı, qübərinatürn ofisin qabağında bir bomba partladı ,0.3333,
fleurs-2000,qışda baltik dənizinin şimalından keçən zaman kabinin yerinə nəzarət edin keçilən buzlu yollar həssas olan adamlar üçün olduqca böyük səs-küyə səbəb ola bilər, Qışda Baltik dənizinin şimalanından geçən zaman kabinin yerini nəzəəət edin. Keçilən buzlu yollar həssas olan adamlar üçün olduqca böyük səsqiə səbəb ola bilər.,qışda baltik dənizinin şimalından keçən zaman kabinin yerinə nəzarət edin keçilən buzlu yollar həssas olan adamlar üçün olduqca böyük səs küyə səbəb ola bilər, qışda baltik dənizinin şimalanından geçən zaman kabinin yerini nəzəəət edin keçilən buzlu yollar həssas olan adamlar üçün olduqca böyük səsqiə səbəb ola bilər ,0.25,
fleurs-1890,ən müasir tədqiqat teleskoplarının əksəriyyəti əlverişli atmosfer şəraitinə sahib uzaq bölgələrdə yerləşən həddən artıq nəhəng qurğulardır, Məhəsir tədqiqat teleskopların əksəriyyəti əlivrəşli atmosferi şəraitinə sahib uzaq bölgələrdə yerləşən hətdən artıq nəhəc quruqlardır.,ən müasir tədqiqat teleskoplarının əksəriyyəti əlverişli atmosfer şəraitinə sahib uzaq bölgələrdə yerləşən həddən artıq nəhəng qurğulardır, məhəsir tədqiqat teleskopların əksəriyyəti əlivrəşli atmosferi şəraitinə sahib uzaq bölgələrdə yerləşən hətdən artıq nəhəc quruqlardır ,0.5,
fleurs-1735,"amerika birləşmiş ştatlarının princeton universitetinin tədqiqatçıları yeni növlərin yalnız iki nəsildə dünyəviləşdiyini bildirdi amma bu müddətin damızlıqla çoxaldılmış endemik bir darvin alacəhrəsindən geospiza birəbitənin""dən köçəri kaktus bilibitdanları və geospiza sərçələri""nin formalaşmasından daha uzun müddət çəkəcəyi düşünülür"," Amerika Birləşmiş İstatlarının Prince Adam University-ün tədqiqatçıları yeni növlərin yalnız iki nəsildə dünya beləşdiyini bildirdi. Amma bu müddətin damızlıqla çox aldılmış endemik bir Darwin ala cəhrəsindən, geos pizza birə bitənindən, köçəri kaktus bilib danları və geos pizza səriçələrinin formalaşmasından daha uzun müddə çəkəcəyi düşünülür.",amerika birləşmiş ştatlarının princeton universitetinin tədqiqatçıları yeni növlərin yalnız iki nəsildə dünyəviləşdiyini bildirdi amma bu müddətin damızlıqla çoxaldılmış endemik bir darvin alacəhrəsindən geospiza birəbitənin dən köçəri kaktus bilibitdanları və geospiza sərçələri nin formalaşmasından daha uzun müddət çəkəcəyi düşünülür, amerika birləşmiş i statlarının prince adam university ün tədqiqatçıları yeni növlərin yalnız iki nəsildə dünya beləşdiyini bildirdi amma bu müddətin damızlıqla çox aldılmış endemik bir darwin ala cəhrəsindən geos pizza birə bitənindən köçəri kaktus bilib danları və geos pizza səriçələrinin formalaşmasından daha uzun müddə çəkəcəyi düşünülür ,0.6053,
fleurs-1857,bununla belə onlardan malik olduqları inkişaf səviyyəsi məsuliyyət və bacarıqlarından daha çoxunu öz öhdələrinə götürmələri tələb edilməməlidir deyə əlavə etdi," Bununla belə, onlardan manik olduqları inkişaf səviyyəsi mənsuliyyət və bacarıqlarından daha çoxun öz öhdələrinə götürmələri tərəb edilməməlidir, deyə əlavə etdi.",bununla belə onlardan malik olduqları inkişaf səviyyəsi məsuliyyət və bacarıqlarından daha çoxunu öz öhdələrinə götürmələri tələb edilməməlidir deyə əlavə etdi, bununla belə onlardan manik olduqları inkişaf səviyyəsi mənsuliyyət və bacarıqlarından daha çoxun öz öhdələrinə götürmələri tərəb edilməməlidir deyə əlavə etdi ,0.2,
fleurs-1824,avropa orta əsrlərdən çıxarkən roma katolik cəmiyyətinin xoralları daha sonra qriqoryan xoralları adlandırıldı və liturgiya ayininlərinin birləşməsi nəticəsində sonralar papalıq və monastırlar vasitəsilə həm qadınların həm də kişilərin oxuması üçün bütün avropaya yayılmış musiqi növünün inkişafına səbəb oldu," Avropa ortasillərdən çıxarkən Roma-Katolik cəmiyyətinin xaralları, daha sonra qrigaryan xaralları adlanırılırdı və liturgiya ayinlərinin birləşməsinin ətişəsində sonraları papalığıq və manasillələr vasitəsilə həm qadınların, həm də kişilərin oxuması üçün bütün Avropaya yalmış musiqi növünün inkişafına səbəb oldu.",avropa orta əsrlərdən çıxarkən roma katolik cəmiyyətinin xoralları daha sonra qriqoryan xoralları adlandırıldı və liturgiya ayininlərinin birləşməsi nəticəsində sonralar papalıq və monastırlar vasitəsilə həm qadınların həm də kişilərin oxuması üçün bütün avropaya yayılmış musiqi növünün inkişafına səbəb oldu, avropa ortasillərdən çıxarkən roma katolik cəmiyyətinin xaralları daha sonra qrigaryan xaralları adlanırılırdı və liturgiya ayinlərinin birləşməsinin ətişəsində sonraları papalığıq və manasillələr vasitəsilə həm qadınların həm də kişilərin oxuması üçün bütün avropaya yalmış musiqi növünün inkişafına səbəb oldu ,0.3421,
fleurs-1990,tələbələrin yazı qabiliyyətinin yaxşılaşdırılması üçün bloqlar effektivdir adətən tələbələr bloq təcrübəsinə zəif qrammatik və orfoqrafik bilikləri ilə başlasalar da bir auditoriyanın olması bu vəziyyəti dəyişir," Tələbələrin yazı qabiliyyətin yaxşı artılması üçün bloglar effektivdir. Adətən tələbələr blog təcrübəsinə zəif, kramatik və arfografik beyiqləri ilə başlasalarda bir auditorianın olması bu vəziyəti dəyişir.",tələbələrin yazı qabiliyyətinin yaxşılaşdırılması üçün bloqlar effektivdir adətən tələbələr bloq təcrübəsinə zəif qrammatik və orfoqrafik bilikləri ilə başlasalar da bir auditoriyanın olması bu vəziyyəti dəyişir, tələbələrin yazı qabiliyyətin yaxşı artılması üçün bloglar effektivdir adətən tələbələr blog təcrübəsinə zəif kramatik və arfografik beyiqləri ilə başlasalarda bir auditorianın olması bu vəziyəti dəyişir ,0.48,
fleurs-1897,bölgə şimaldan sahel ilə cənubdan və qərbdən isə atlantik okeanı ilə əhatə olunub, Börgə şimaldan Sehel ilə Canabdan və qərbdən isə Atlantik okel ilə əhat olunub.,bölgə şimaldan sahel ilə cənubdan və qərbdən isə atlantik okeanı ilə əhatə olunub, börgə şimaldan sehel ilə canabdan və qərbdən isə atlantik okel ilə əhat olunub ,0.3846,
fleurs-1873,kişiləri rədd edərkən qətiyyətli davranın və ayaqlarınızı yerə möhkəm basmaqdan qorxmayın mədəni müxtəlifliklər olsa da olmasa da bu qəbuledilməzdir!," Kişiləri rədd edərkən qətiyyətdə davranın və ayaqlarınızı yerə mövkən basmaqdan qorxmayın. Mədəni müxtəlikliklər olsa da, olmasa da bu qəbul edilməzdir.",kişiləri rədd edərkən qətiyyətli davranın və ayaqlarınızı yerə möhkəm basmaqdan qorxmayın mədəni müxtəlifliklər olsa da olmasa da bu qəbuledilməzdir , kişiləri rədd edərkən qətiyyətdə davranın və ayaqlarınızı yerə mövkən basmaqdan qorxmayın mədəni müxtəlikliklər olsa da olmasa da bu qəbul edilməzdir ,0.2632,
fleurs-1863,i̇lahilik yoqası tibet meditasiyasının mərkəzində dayanır. enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır, İlahilik yuqası tibet məttasiyasının mərkəzində dayanır. Enerji kanalların təmizlənməsi və çakraların aktivləşdirilməsi üçün çəşitli səməvə varlıqların təsvirləri göstərilir və aidalanma şövuru oyalır.,i lahilik yoqası tibet meditasiyasının mərkəzində dayanır enerji kanallarının təmizlənməsi və çakraların aktivləşdirilməsi üçün çeşidli səmavi varlıqların təsvirləri göstərilir və aydınlanma şüuru oyanır, i lahilik yuqası tibet məttasiyasının mərkəzində dayanır enerji kanalların təmizlənməsi və çakraların aktivləşdirilməsi üçün çəşitli səməvə varlıqların təsvirləri göstərilir və aidalanma şövuru oyalır ,0.3478,
fleurs-1762,daşıyıcıları donuzlar olan bu xəstəlik daha sonra donuzlardan ağcaqanadlara və ağcaqanadlar vasitəsilə də insanlara yoluxur, Taşıyıcıları donuzcular olan bu xəstəlik daha sonra donuzlardan ağcı qanadlara və ağcı qanadlar vasitəsilə də insanlara yol xur.,daşıyıcıları donuzlar olan bu xəstəlik daha sonra donuzlardan ağcaqanadlara və ağcaqanadlar vasitəsilə də insanlara yoluxur, taşıyıcıları donuzcular olan bu xəstəlik daha sonra donuzlardan ağcı qanadlara və ağcı qanadlar vasitəsilə də insanlara yol xur ,0.5333,
fleurs-1887,o liqqins xəstəxanasında işləyərkən boş vaxtlarında erkən doğuşlar haqqında öyrənməyə başladı, O liggins xəstəxanasındakı işləyərkən boş vaxtlarında erikən doğuşlar haqqındır öyrənməyə başladı.,o liqqins xəstəxanasında işləyərkən boş vaxtlarında erkən doğuşlar haqqında öyrənməyə başladı, o liggins xəstəxanasındakı işləyərkən boş vaxtlarında erikən doğuşlar haqqındır öyrənməyə başladı ,0.3636,
fleurs-1918,unesco dünya maddi i̇rs siyahısına daxil edilən və hindistan ərazisində olan sundarban meşəliyi sundarban milli parkı olaraq adlandırıldı, UNESCO dünyanın maddi ir siyasına daxil edilən və Hindistanın ərazisində olan Sundarban Meşəlliyyi Sundarban Milli Park olaraq aldılandırıldı.,unesco dünya maddi i rs siyahısına daxil edilən və hindistan ərazisində olan sundarban meşəliyi sundarban milli parkı olaraq adlandırıldı, unesco dünyanın maddi ir siyasına daxil edilən və hindistanın ərazisində olan sundarban meşəlliyyi sundarban milli park olaraq aldılandırıldı ,0.4211,
